"","id","scene_description"
"7181",12713,"[Lowers his boomerang.]"
"7182",12713,"[All exit stage left, except for Actress Aang, who is lifted off stage.]"
"7183",12714,"[Stands up and stretches.]"
"7184",12716,"[Sits back down.]"
"7185",12716,"[Dramatically.]"
"7186",12718,"[Lifts his hands in the air.]"
"7187",12721,"[Disappears behind a smokescreen.]"
"7188",12729,"[He drops off stage through a trapdoor with the flames.]"
"7189",12732,"[Pointing her staff prop at him.]"
"7190",12733,"[Stands up.]"
"7191",12733,"[Actress Aang looks in concern at the audience. Aang widens his eyes.]"
"7192",12735,"[Becomes wrapped in the fire blanket.]"
"7193",12735,"[Falls to the stage with her eyes closed.]"
"7194",12737,"[Large fire sheets rise behind him and a platform lifts him up.]"
"7195",12737,"[A Fire Nation flag drops.]"
"7196",12744,"[Walking with Suki.]"
"7197",12748,"[Stops firebending and turns to Zuko while growling in irritance.]"
"7198",12749,"[Aang gives a light roar as fire bursts come out of his hands and mouth; cuts to a front scene of his embarrassed grin.]"
"7199",12751,"[Holding up two watermelons.]"
"7200",12752,"[Brightens up upon hearing this.]"
"7201",12752,"[Runs to Katara.]"
"7202",12753,"[Zuko's hand comes into screen and grabs Aang by the shirt of his robes.]"
"7203",12753,"[Aang keeps trying to run off, but it is useless.]"
"7204",12753,"[Holds Aang up.]"
"7205",12754,"[Lounging on stairs with Sokka.]"
"7206",12755,"[Lets Aang go.]"
"7207",12755,"[Aang happily runs off and takes a watermelon.]"
"7208",12755,"[Walks away.]"
"7209",12756,"[Lays his watermelon aside and stands up slowly.]"
"7210",12756,"[Takes off his robe, revealing a bathing suit.]"
"7211",12758,"[Appa roars at the sculpture.]"
"7212",12759,"[Aang jumps off the sculpture.]"
"7213",12759,"[Cracks her fingers.]"
"7214",12761,"[Amazed.]"
"7215",12764,"[Reveals a grotesque looking sculpture with seaweed for hair, a starfish for a nose, and rocks and shells for eyes and mouth.]"
"7216",12766,"[Defensively.]"
"7217",12769,"[Sitting on a beach towel.]"
"7218",12773,"[Peeking out from behind the sculpture fearfully.]"
"7219",12777,"[While rebuilding his sculpture.]"
"7220",12777,"[Pauses a moment.]"
"7221",12784,"[Worried.]"
"7222",12785,"[Everybody looks at Zuko.]"
"7223",12787,"[Shocked.]"
"7224",12789,"[Aang grimaces.]"
"7225",12791,"[Aang looks over to Sokka as he says this, frowns, and closes his eyes in defeat. To Aang.]"
"7226",12793,"[Turns away from them.]"
"7227",12793,"[Flashes back to one day before the Day of Black Sun. Servants help Zuko get dressed on his way to a meeting. Once done, they stay behind and bow to him as he walks on. Voice-over.]"
"7228",12794,"[Zuko walks up to his father. He bows to Ozai and sits down next to him.]"
"7229",12795,"[Stands up and walks up to the opposite side of Ozai across the table.]"
"7230",12803,"[Cuts to Azula looking pleased.]"
"7231",12803,"[Stands up and walks to the world map.]"
"7232",12805,"[Cut to Zuko.]"
"7233",12805,"[Zuko looks astonished. Cut back to Ozai smiling.]"
"7234",12805,"[The shot changes to an aerial view of the map which Ozai walks to the center.]"
"7235",12805,"[War generals applaud.]"
"7236",12806,"[Voice-over.]"
"7237",12806,"[Fade to the present.]"
"7238",12807,"[Sinks to her knees.]"
"7239",12810,"[Stands up from his rock seat and walks to Aang.]"
"7240",12811,"[Walks away.]"
"7241",12813,"[Holding his head with both hands.]"
"7242",12813,"[Sinks down to his knees.]"
"7243",12817,"[Shot of Aang.]"
"7244",12817,"[Shot of Katara.]"
"7245",12817,"[Shot of Toph.]"
"7246",12817,"[Shot of Zuko. Sokka gives Suki a clump of leaves and holds up a large leaf.]"
"7247",12817,"[Sokka's leaf wilts.]"
"7248",12824,"[Aang smiles.]"
"7249",12824,"[Uses his fingers to show how the energy should flow through the body.]"
"7250",12825,"[Joins Zuko in practicing the lightning redirection form.]"
"7251",12830,"[Stops practicing the lightning redirection form.]"
"7252",12830,"[Flashes back to the moment for a few seconds.]"
"7253",12831,"[Chuckles.]"
"7254",12831,"[Turns to Katara.]"
"7255",12833,"[Disappointed.]"
"7256",12837,"[Puts a carved melon on a draped mannequin.]"
"7257",12837,"[Kneels down on the ground and uses a stick to draw a line heading toward the Melon Lord symbol.]"
"7258",12837,"[Draws another line.]"
"7259",12837,"[Draws a third line.]"
"7260",12837,"[Destroys the Melon Lord symbol with the line.]"
"7261",12840,"[Excited.]"
"7262",12852,"[Shaking his head.]"
"7263",12853,"[Walks up to Aang.]"
"7264",12856,"[Off-camera.]"
"7265",12858,"[Holding a scroll.]"
"7266",12859,"[She smiles while Sokka, Suki, and Zuko look at her strangely.]"
"7267",12860,"[Everybody else starts eating again.]"
"7268",12860,"[Unravels the scroll showing a painting of a happy dark-haired baby playing at the beach.]"
"7269",12862,"[To Zuko.]"
"7270",12867,"[The camera pans to him.]"
"7271",12869,"[Stands up.]"
"7272",12871,"[Perking up.]"
"7273",12872,"[Sarcastically.]"
"7274",12872,"[Suki and Sokka laugh in the background.]"
"7275",12873,"[Excitedly.]"
"7276",12874,"[Bluntly.]"
"7277",12875,"[Sighs. Paces back and forth.]"
"7278",12877,"[Turns back to Sokka; losing his temper.]"
"7279",12881,"[Walks away.]"
"7280",12882,"[Walks toward Aang.]"
"7281",12883,"[Puts a hand on Katara's shoulder to stop her.]"
"7282",12885,"[Stroking the lemur's head.]"
"7283",12885,"[Momo squawks.]"
"7284",12893,"[Picks up the staff.]"
"7285",12894,"[Walks onto the porch with Toph.]"
"7286",12894,"[Turns his head toward the beach.]"
"7287",12896,"[The camera pans up toward Aang's footprints, which stop at the beach.]"
"7288",12899,"[Examining the footprints.]"
"7289",12905,"[Downcast.]"
"7290",12908,"[Sokka, Suki, and Katara stare at her.]"
"7291",12910,"[Chanting.]"
"7292",12910,"[Shocked, Katara and Suki glance at each other and simultaneously run into the circle.]"
"7293",12911,"[In the center of the crowd.]"
"7294",12911,"[Actor Toph lifts her up in the air.]"
"7295",12911,"[Crowd cheers.]"
"7296",12916,"[Sighs and stops walking.]"
"7297",12916,"[Continues walking.]"
"7298",12917,"[Sighs and continues walking.]"
"7299",12919,"[Jumps off Appa.]"
"7300",12922,"[Turns back to Appa.]"
"7301",12922,"[Jumps down to Appa.]"
"7302",12922,"[Lifts up Appa's mouth.]"
"7303",12924,"[Climbs into Appa's mouth.]"
"7304",12928,"[Stands up.]"
"7305",12928,"[They keep staring.]"
"7306",12935,"[To her palanquin bearers.]"
"7307",12937,"[Pants.]"
"7308",12938,"[Facing the ship.]"
"7309",12939,"[Worried.]"
"7310",12943,"[Rising.]"
"7311",12946,"[She bows her head.]"
"7312",12950,"[Three Fire Sages help Ozai put on his new royal garments.]"
"7313",12950,"[Raises his arms in the air.]"
"7314",12953,"[Pointing.]"
"7315",12955,"[Off-camera.]"
"7316",12956,"[Off-camera.]"
"7317",12960,"[Stepping forward, grinning broadly.]"
"7318",12962,"[Waking up.]"
"7319",12962,"[Looks around surprised at his new setting.]"
"7320",12962,"[The camera pans toward the ocean and shows an aerial shot of the island.]"
"7321",12965,"[To Zuko.]"
"7322",12965,"[Cut to frontal view of Zuko, Sokka standing behind.]"
"7323",12966,"[Walks forward.]"
"7324",12968,"[Close-up.]"
"7325",12969,"[Frontal view of Katara and Zuko.]"
"7326",12970,"[Close-up.]"
"7327",12972,"[Angrily.]"
"7328",12973,"[Speaking at the same time.]"
"7329",12974,"[Frontal view.]"
"7330",12975,"[Frontal view of June with Zuko and Suki behind.]"
"7331",12976,"[Sips her tea.]"
"7332",12977,"[Angrily; leans closer, while clenching his fists.]"
"7333",12979,"[Shaking the piece of meat.]"
"7334",12979,"[She throws the meat to Nyla. Cut to frontal view of Nyla, who catches it in his mouth and starts chewing it before swallowing it; June walks up to him and starts petting him.]"
"7335",12979,"[Nyla sticks his toxins-coated tongue out and she dodges it and forces his mouth closed.]"
"7336",12979,"[To Team Avatar.]"
"7337",12981,"[Pulls out Aang's glider from Appa's saddle.]"
"7338",12983,"[Frontal view.]"
"7339",12984,"[Frontal view. Petting Nyla.]"
"7340",12985,"[Frontal view.]"
"7341",12986,"[Close-up as June stands up.]"
"7342",12986,"[Turns to face everyone else.]"
"7343",12988,"[Cut to view of the sky through the trees as dragonflies fly past. The camera pans down as Aang speaks.]"
"7344",12988,"[Cut to frontal view of Aang stepping under a branch.]"
"7345",12988,"[Momo approaches on the branch. Cut to a close-up of Momo.]"
"7346",12988,"[Cut back to Aang. He uses airbending and the camera pans across as he moves.]"
"7347",12988,"[Momo lands on him. Points to the hilltop. Cut to path up a hill. Camera pans up as Aang talks.]"
"7348",12990,"[To June.]"
"7349",12990,"[Side-view of the group.]"
"7350",12991,"[Frontal view as she pets Nyla.]"
"7351",12991,"[Cut to a wide-view of the group as she starts climbing on top of Nyla.]"
"7352",12992,"[Sarcastically.]"
"7353",12993,"[To June.]"
"7354",12993,"[Frontal view.]"
"7355",12995,"[Pinches nose even tighter.]"
"7356",12996,"[Smiles.]"
"7357",12998,"[Frontal view. Determined.]"
"7358",12998,"[Cut to wide-view as she and Nyla run off.]"
"7359",13002,"[Cut to side-view of the group as Nyla continues scratching the wall.]"
"7360",13002,"[Nyla stops digging and walks away.]"
"7361",13002,"[Close-up.]"
"7362",13004,"[Aerial view. Camera zooms out.]"
"7363",13006,"[Cut to Aang's feet as Momo jumps off his shoulder. Bends down to place a hand on the ground.]"
"7364",13006,"[Stands back up. Cut to a side-view as he attempts earthbending, but nothing happens.]"
"7365",13006,"[Sits down.]"
"7366",13006,"[Frontal view of Aang with Momo in the foreground, his back to the camera.]"
"7367",13006,"[Suddenly realizes something.]"
"7368",13006,"[Takes a deep breath and starts meditating. Fade to close-up of Aang. Cut to side-view as Momo runs off and the spirit of Avatar Roku appears before Aang.]"
"7369",13007,"[Close-up.]"
"7370",13007,"[Cut to close-up of Aang.]"
"7371",13008,"[Looking around.]"
"7372",13009,"[Side-view.]"
"7373",13009,"[Close-up of Aang.]"
"7374",13012,"[Starts laughing and snorting.]"
"7375",13014,"[Side-view.]"
"7376",13015,"[Frontal view.]"
"7377",13015,"[Fade to a flashback of Sozin, close-up shot. Sozin moves forward and the camera cuts to a side-view of him attempting to attack Roku from behind. The camera pans left to show the flames engulf Roku. Cut to a shot inside the flames as they dissipate to reveal Roku gone. Fade to a close-up shot of Sozin from behind looking at his army. Fade to a panning shot of air temples on fire. Overlaid shot of close-up Sozin.]"
"7378",13015,"[Cut back to side-view of Aang and Roku.]"
"7379",13015,"[Cut behind Roku as he vanishes. Cut close-up to Aang, disappointed.]"
"7380",13017,"[Confused.]"
"7381",13017,"[Cut to closer view from behind the masters.]"
"7382",13018,"[Walks up to Pakku. Side-view of the masters.]"
"7383",13018,"[Camera pans and zooms in on Katara and Pakku as she bows to Pakku.]"
"7384",13019,"[Bows back.]"
"7385",13019,"[Frontal view. Extends his arms out.]"
"7386",13020,"[Frontal view. Surprised and overjoyed, as is Sokka behind her.]"
"7387",13020,"[Frontal view of Pakku as she hugs Pakku.]"
"7388",13022,"[Runs up and hugs Pakku. Camera zooms in on Pakku.]"
"7389",13023,"[Gently pushes Sokka away; slightly annoyed.]"
"7390",13024,"[Frontal view.]"
"7391",13025,"[Close-up. Not amused.]"
"7392",13025,"[Side-view of Zuko and Pakku as Sokka walks away behind Katara sadly. Camera zooms out to show Jeong Jeong.]"
"7393",13026,"[Zuko walks up to Jeong Jeong.]"
"7394",13027,"[Close-up. Bows.]"
"7395",13028,"[Side-view. Bows to Piandao.]"
"7396",13029,"[Bows back.]"
"7397",13030,"[Cut to over-head view from behind the masters.]"
"7398",13031,"[Close-up side-view.]"
"7399",13031,"[Laughs and snorts.]"
"7400",13033,"[Frontal view.]"
"7401",13034,"[Frontal view of Piandao and Jeong Jeong. Bumi slides in front of the camera.]"
"7402",13034,"[Slides off camera.]"
"7403",13035,"[Aerial view.]"
"7404",13036,"[Cut close-up behind Zuko with Pakku and Katara in the background. To Zuko.]"
"7405",13036,"[Close-up of Zuko.]"
"7406",13036,"[Zuko smiles.]"
"7407",13037,"[Camera zooms out to show Toph behind Zuko.]"
"7408",13038,"[Frontal view.]"
"7409",13039,"[Appears behind Piandao and Jeong Jeong and pushes them out of the way.]"
"7410",13039,"[Walks up to the camera.]"
"7411",13039,"[Walks right up to the camera.]"
"7412",13040,"[Side-view. Leaning backward almost all the way, as Bumi is right in his face.]"
"7413",13040,"[Pauses.]"
"7414",13041,"[Camera zooms out.]"
"7415",13041,"[Pats Sokka on the chest, which causes him to almost fall back.]"
"7416",13041,"[Slams in to the ground. Cut to underneath Bumi as he launches himself away using earthbending while laughing and snorting.]"
"7417",13045,"[Flashback to frontal view of Chin the Conqueror. Cut to close-up of Avatar Kyoshi.]"
"7418",13045,"[Kyoshi enters the Avatar State briefly and begins to earthbend. Cut to wide shot as a dust cloud appears as she separates the land.]"
"7419",13045,"[Cut to side-view of Kyoshi as she uses airbending to push the land apart.]"
"7420",13045,"[Cut to aerial view of the land separating.]"
"7421",13046,"[Voice-over; Side-view of Chin as he falls to his death.]"
"7422",13046,"[Camera cuts back to close-up view looking up at Aang.]"
"7423",13047,"[Close-up side-view.]"
"7424",13047,"[Frontal view.]"
"7425",13047,"[Vanishes.]"
"7426",13048,"[Close-up. Disappointed. Side-view as he leans back.]"
"7427",13050,"[Cut closer, side-view. Camera follows them as they walk.]"
"7428",13051,"[Close-up.]"
"7429",13051,"[Flashback of Omashu while under control of the Fire Nation during the Day of Black Sun.]"
"7430",13051,"[Cut to close-up of Bumi suspended in a metal box.]"
"7431",13051,"[Camera pans round as he looks up to see the solar eclipse. Speaking in flashback.]"
"7432",13053,"[Zooms in on the firebender.]"
"7433",13057,"[Amazed.]"
"7434",13058,"[Side-view of entire group.]"
"7435",13060,"[Nonchalantly.]"
"7436",13061,"[Nonchalantly.]"
"7437",13065,"[Close-up.]"
"7438",13065,"[Cut to flashback to a close-up view of a younger Avatar Kuruk. The camera zooms out to show him surfing.]"
"7439",13065,"[The camera pans round to follow his movements on the wave before holding steady as he surfs away.]"
"7440",13065,"[Cut to shot of the sun and the camera pans down to Kuruk with Ummi and they kiss.]"
"7441",13065,"[Fade to a side-view of Koh in the Spirit World. Koh moves in front of the camera to reveal the face of Ummi.]"
"7442",13065,"[Fade back to close-up side-view of present-day Kuruk.]"
"7443",13065,"[Close-up of Aang.]"
"7444",13065,"[Close-up of Kuruk.]"
"7445",13065,"[Vanishes. Frontal view of Aang, even more disappointed as he places his head in his hands.]"
"7446",13067,"[Stepping into the camp.]"
"7447",13068,"[Side-view of Jeong Jeong, Piandao, and Pakku. As Zuko speaks, Jeong Jeong and Pakku walk off and Appa stops behind Zuko and Piandao.]"
"7448",13069,"[Points to a tent on the other side of the camp. Camera cuts and zooms in showing a tent.]"
"7449",13072,"[Frontal view.]"
"7450",13072,"[Katara sits down next to him.]"
"7451",13073,"[Close-up side-view of Zuko.]"
"7452",13079,"[Voice-over.]"
"7453",13079,"[Cut to frontal view of Aang.]"
"7454",13079,"[Momo chitters.]"
"7455",13079,"[Close-up of Momo, who stares at him. Frontal view of Aang as Momo jumps to his other side.]"
"7456",13079,"[Momo chitters again; Aang becomes annoyed.]"
"7457",13081,"[Side-view.]"
"7458",13082,"[Close-up of Aang.]"
"7459",13083,"[Close-up side-view.]"
"7460",13084,"[Frontal view. Smiles.]"
"7461",13085,"[Cut to behind Aang as the camera pans up to show Yangchen.]"
